Date,Bergen County,Middlesex County,Essex County,Hudson County,Monmouth County,Ocean County,Union County,Camden County,Passaic County,Morris County,Burlington County,Mercer County,Somerset County,Gloucester County,Atlantic County,Cumberland County,Sussex County,Hunterdon County,Warren County,Cape May County,Salem County
11/30/2000,260478.7572,196352.1239,209293.4298,176664.2699,218263.6276,151446.1773,212579.1588,108297.9134,197146.5898,272076.6694,141537.6498,155884.9657,258793.0451,131536.3555,117346.0834,98313.41483,163388.7036,280004.4208,177675.6549,177580.8489,104394.9293
12/31/2000,262746.669,197990.4155,211304.0546,178466.0682,220417.5126,152671.5654,214291.4169,108606.9252,198835.3125,273465.1918,141964.3869,157456.931,261698.7571,131938.926,117916.42,98541.9261,164468.5954,282413.4759,178792.9634,179090.0826,104983.1483
1/31/2001,265004.6959,199410.2993,213244.9154,180283.1674,222422.8543,153806.783,215877.5251,108913.9589,200855.7913,274634.109,142371.5429,158483.8421,264082.802,132223.9313,118615.52,98791.33798,165657.3108,284669.6623,179844.7888,180898.3316,105683.7292
2/28/2001,267038.7845,200966.5371,215430.2194,182351.815,224985.2566,155142.7822,217352.1017,109246.681,202921.8901,276550.2372,142852.194,159606.7658,266120.6953,132653.6982,119337.5013,99115.14612,167165.9782,286890.4412,181204.7156,182973.6397,106555.1049
3/31/2001,268919.5247,202765.0392,217753.2225,184373.0121,227107.8755,156624.9878,218593.8961,109550.4593,204618.9049,278612.8142,143425.1909,161022.2918,267861.0395,133121.392,119948.5219,99612.92142,168891.912,288904.4413,182648.2872,185155.9619,107391.036
4/30/2001,270852.3813,204770.1276,220065.8479,186348.6461,229253.3703,158169.8403,220072.9834,109881.6677,205907.9608,281038.7953,144105.5855,162765.3875,270170.566,133498.0871,120614.775,100075.7798,170662.3529,290798.0428,184108.4207,187297.1403,108260.9085
5/31/2001,272652.8822,206663.4402,222430.9119,188036.7844,231361.4952,159499.0368,221941.6012,110337.3234,207138.4342,283729.0191,144971.6799,164377.7205,272742.1223,133859.2255,121361.6071,100508.7792,172298.5239,292718.8996,185414.3341,188988.5625,109003.1561
6/30/2001,274435.4305,208950.8928,224777.2336,189997.7197,234208.6527,160915.9275,224316.3839,110972.2048,208491.0273,286038.6722,146091.1003,165908.549,275599.503,134376.1312,122171.5091,100917.1509,173909.6177,295453.8593,186733.1193,190668.7687,109822.3043
7/31/2001,276351.8648,211443.6815,227268.4955,192138.1823,237064.1737,162619.5612,226835.7599,111719.2556,210161.8065,287964.4787,147293.3527,167478.2231,278574.9387,135343.2349,123086.796,101482.0543,175391.5944,298820.4966,188001.5311,192279.9715,110535.3263
8/31/2001,278788.6911,214269.2362,229959.3572,194908.2552,239843.3967,164658.009,229255.9111,112543.9345,211936.9637,289479.9544,148650.526,169345.1238,281813.9227,136542.2123,124073.843,102011.931,176823.8339,302715.5964,189630.1786,194313.7777,111195.0465
9/30/2001,281598.2102,217019.7796,232753.9464,197709.8998,242366.0814,166972.7766,231540.9222,113439.821,214027.8995,291914.2937,150160.2083,171320.2371,285108.6932,137742.2566,125154.3657,102611.4257,178352.5292,306611.6187,191454.4235,196653.5383,111840.0084
10/31/2001,284686.1462,219738.38,235629.73,200898.4775,245504.8196,169055.5888,234057.4363,114346.6472,216234.3718,294839.8405,151809.2368,173235.4696,288476.4151,138649.759,126232.9338,102955.8912,179909.5217,309788.4543,193594.174,199267.5961,112475.0335
11/30/2001,287728.2892,222071.1593,238122.413,203880.634,248269.5994,170821.1157,236490.2296,115255.3665,218337.4553,297842.6509,153162.2517,175013.1933,291401.186,139469.0175,127275.0604,103050.9509,181453.6388,312188.0577,195690.0201,202131.9725,113180.3782
12/31/2001,290596.6258,224192.0039,240363.7431,206635.54,250858.6215,172169.7835,239448.9182,116008.2449,220262.2637,300641.5871,154076.9395,176694.1576,294057.5675,140286.191,128322.6202,103011.9457,182866.8797,313706.2916,197543.9722,204803.5694,113962.2566
